"petition_number","cert_wrkrs_pet","partic_pet","partic_rate"
74260,24,3,0.125
74266,23,11,0.478260869565217
74267,163,36,0.220858895705521
74269,47,9,0.191489361702128
74271,32,6,0.1875
74272,40,66,1
74274,283,46,0.162544169611307
74275,127,29,0.228346456692913
74277,43,7,0.162790697674419
74279,39,3,0.0769230769230769
74280,230,120,0.521739130434783
74281,1079,72,0.0667284522706209
74284,42,5,0.119047619047619
74285,146,19,0.13013698630137
74286,77,8,0.103896103896104
74287,148,9,0.0608108108108108
74288,337,176,0.522255192878338
74290,47,21,0.446808510638298
74292,106,23,0.216981132075472
74293,135,5,0.037037037037037
74296,65,9,0.138461538461538
74299,40,3,0.075
74305,194,7,0.0360824742268041
74306,20,8,0.4
74307,7,11,1
74313,158,86,0.544303797468354
74316,12,4,0.333333333333333
74318,111,178,1
74319,26,20,0.769230769230769
74322,28,6,0.214285714285714
74325,16,4,0.25
74326,15,24,1
74328,45,4,0.0888888888888889
74329,27,6,0.222222222222222
74332,114,23,0.201754385964912
74335,10,3,0.3
74336,162,270,1
74337,131,20,0.152671755725191
74339,484,17,0.0351239669421488
74347,120,96,0.8
74348,180,8,0.0444444444444444
74349,85,12,0.141176470588235
74350,5,5,1
74351,38,9,0.236842105263158
74352,321,150,0.467289719626168
74354,400,117,0.2925
74356,28,3,0.107142857142857
74357,90,8,0.0888888888888889
74359,37,11,0.297297297297297
74363,4,5,1
74367,17,6,0.352941176470588
74372,3,3,1
74373,15,10,0.666666666666667
74377,109,164,1
74379,44,5,0.113636363636364
74382,286,113,0.395104895104895
74384,91,163,1
74385,12,7,0.583333333333333
74387,34,9,0.264705882352941
74389,46,6,0.130434782608696
74390,155,97,0.625806451612903
74394,3,4,1
74396,20,3,0.15
74397,38,17,0.447368421052632
74408,8,4,0.5
74411,44,6,0.136363636363636
74412,1106,145,0.131103074141049
74414,7,3,0.428571428571429
74416,98,5,0.0510204081632653
74419,21,5,0.238095238095238
74420,5,9,1
74422,838,150,0.178997613365155
74428,60,5,0.0833333333333333
74429,95,20,0.210526315789474
74431,26,23,0.884615384615385
74432,90,13,0.144444444444444
74435,80,19,0.2375
74441,16,5,0.3125
74443,11,4,0.363636363636364
74452,32,8,0.25
74453,58,16,0.275862068965517
74454,4,3,0.75
74455,36,3,0.0833333333333333
74457,110,5,0.0454545454545455
74460,15,3,0.2
74461,115,4,0.0347826086956522
74463,82,13,0.158536585365854
74464,92,44,0.478260869565217
74466,119,52,0.436974789915966
74467,40,4,0.1
74468,160,17,0.10625
74481,34,7,0.205882352941176
74483,85,10,0.117647058823529
74484,276,189,0.684782608695652
74486,169,108,0.63905325443787
74487,25,14,0.56
74489,22,13,0.590909090909091
74491,51,62,1
74495,200,4,0.02
74505,90,24,0.266666666666667
74507,245,59,0.240816326530612
74509,54,8,0.148148148148148
74510,5,4,0.8
74516,110,9,0.0818181818181818
74517,333,12,0.036036036036036
74518,71,27,0.380281690140845
74523,20,46,1
74524,48,10,0.208333333333333
74525,375,33,0.088
74526,114,67,0.587719298245614
74530,97,13,0.134020618556701
74532,36,14,0.388888888888889
74533,50,4,0.08
74534,108,79,0.731481481481482
74536,57,8,0.140350877192982
74537,70,4,0.0571428571428571
74538,80,4,0.05
74539,22,6,0.272727272727273
74540,181,6,0.0331491712707182
74541,38,5,0.131578947368421
74542,14,8,0.571428571428571
74543,139,55,0.39568345323741
74545,249,36,0.144578313253012
74546,258,42,0.162790697674419
74548,202,29,0.143564356435644
74550,15,7,0.466666666666667
74551,9,4,0.444444444444444
74552,27,3,0.111111111111111
74555,61,14,0.229508196721311
74556,22,3,0.136363636363636
74558,140,147,1
74559,350,158,0.451428571428571
74561,290,33,0.113793103448276
74562,160,32,0.2
74563,69,8,0.115942028985507
74565,156,49,0.314102564102564
74568,209,22,0.105263157894737
74570,110,47,0.427272727272727
74573,43,14,0.325581395348837
74576,85,21,0.247058823529412
74577,63,7,0.111111111111111
74578,114,12,0.105263157894737
74580,116,51,0.439655172413793
74582,111,13,0.117117117117117
74584,7,3,0.428571428571429
74585,74,23,0.310810810810811
74586,63,4,0.0634920634920635
74588,73,5,0.0684931506849315
74589,181,50,0.276243093922652
74591,152,19,0.125
74593,1763,1163,0.659671015314804
74594,152,27,0.177631578947368
74596,58,10,0.172413793103448
74598,40,9,0.225
74600,213,184,0.863849765258216
74604,82,6,0.0731707317073171
74605,60,5,0.0833333333333333
74606,202,25,0.123762376237624
74607,59,5,0.0847457627118644
74608,7,3,0.428571428571429
74609,11,14,1
74610,902,268,0.297117516629712
74617,206,12,0.058252427184466
74618,39,4,0.102564102564103
74619,12,3,0.25
74621,20,6,0.3
74625,63,46,0.73015873015873
74627,20,5,0.25
74630,88,34,0.386363636363636
74631,680,5,0.00735294117647059
74636,50,20,0.4
74637,37,7,0.189189189189189
74638,230,74,0.321739130434783
74642,230,32,0.139130434782609
74643,11,42,1
74644,30,6,0.2
74647,93,11,0.118279569892473
74648,25,6,0.24
74649,496,33,0.0665322580645161
74651,331,25,0.0755287009063444
74654,22,23,1
74657,462,199,0.430735930735931
74658,25,11,0.44
74659,64,14,0.21875
74661,57,3,0.0526315789473684
74662,73,68,0.931506849315068
74663,77,8,0.103896103896104
74672,200,34,0.17
74673,3,5,1
74674,44,12,0.272727272727273
74675,49,4,0.0816326530612245
74676,13,4,0.307692307692308
74680,89,75,0.842696629213483
74682,36,12,0.333333333333333
74688,500,244,0.488
74691,26,14,0.538461538461538
74693,258,67,0.25968992248062
74694,202,93,0.46039603960396
74695,8,7,0.875
74696,12,5,0.416666666666667
74698,235,168,0.714893617021277
74702,75,16,0.213333333333333
74703,23,5,0.217391304347826
74707,224,16,0.0714285714285714
74709,574,268,0.466898954703833
74710,25,3,0.12
74712,15,7,0.466666666666667
74713,12,4,0.333333333333333
74714,27,4,0.148148148148148
74715,20,60,1
74716,30,5,0.166666666666667
74717,90,17,0.188888888888889
74719,20,4,0.2
74720,52,17,0.326923076923077
74723,19,7,0.368421052631579
74726,31,15,0.483870967741935
74727,70,16,0.228571428571429
74729,40,19,0.475
74730,120,10,0.0833333333333333
74731,495,26,0.0525252525252525
74741,210,16,0.0761904761904762
74743,6,4,0.666666666666667
74747,12,4,0.333333333333333
74748,21,12,0.571428571428571
74752,4,3,0.75
74755,27,3,0.111111111111111
74759,155,21,0.135483870967742
74761,150,40,0.266666666666667
74762,521,234,0.449136276391555
74768,122,91,0.745901639344262
74770,27,32,1
74771,26,11,0.423076923076923
74773,63,6,0.0952380952380952
74774,92,4,0.0434782608695652
74775,27,11,0.407407407407407
74776,40,3,0.075
74778,108,35,0.324074074074074
74782,26,17,0.653846153846154
74783,75,23,0.306666666666667
74784,1079,3,0.00278035217794254
74788,6,5,0.833333333333333
74789,13,5,0.384615384615385
74793,68,51,0.75
74796,35,23,0.657142857142857
74797,166,50,0.301204819277108
74798,15,11,0.733333333333333
74799,18,16,0.888888888888889
74800,40,9,0.225
74803,14,4,0.285714285714286
74808,79,5,0.0632911392405063
74809,2070,5,0.00241545893719807
74812,42,3,0.0714285714285714
74813,106,27,0.254716981132075
74814,55,10,0.181818181818182
74815,60,9,0.15
74820,8,3,0.375
74821,16,8,0.5
74823,99,18,0.181818181818182
74824,46,12,0.260869565217391
74827,130,6,0.0461538461538462
74829,30,10,0.333333333333333
74832,55,12,0.218181818181818
74833,159,10,0.0628930817610063
74834,10,3,0.3
74836,57,29,0.508771929824561
74839,330,5,0.0151515151515152
74840,150,41,0.273333333333333
74847,58,41,0.706896551724138
74849,436,30,0.0688073394495413
74850,94,55,0.585106382978723
74852,111,11,0.0990990990990991
74855,198,5,0.0252525252525253
74857,193,83,0.430051813471503
74858,25,23,0.92
74859,94,93,0.98936170212766
74860,20,3,0.15
74863,77,4,0.051948051948052
74869,123,25,0.203252032520325
74874,87,147,1
74876,22,7,0.318181818181818
74879,84,13,0.154761904761905
74880,37,24,0.648648648648649
74881,37,5,0.135135135135135
74882,68,16,0.235294117647059
74884,178,37,0.207865168539326
74885,40,19,0.475
74887,8,6,0.75
74889,11,3,0.272727272727273
74890,65,18,0.276923076923077
74891,9,4,0.444444444444444
74892,38,19,0.5
74893,234,55,0.235042735042735
74895,148,10,0.0675675675675676
74899,80,7,0.0875
74901,861,233,0.27061556329849
74902,112,5,0.0446428571428571
74903,35,11,0.314285714285714
74908,181,6,0.0331491712707182
74909,23,14,0.608695652173913
74910,25,6,0.24
74914,18,3,0.166666666666667
74915,344,4,0.0116279069767442
74916,272,44,0.161764705882353
74918,80,14,0.175
74919,1194,1310,1
74920,14,6,0.428571428571429
74921,5,4,0.8
74924,3501,72,0.0205655526992288
74927,1200,157,0.130833333333333
74929,36,26,0.722222222222222
74934,8,20,1
74938,111,14,0.126126126126126
74939,65,13,0.2
74940,1867,569,0.304767005891805
74941,31,6,0.193548387096774
74942,54,10,0.185185185185185
74944,98,47,0.479591836734694
74945,43,7,0.162790697674419
74947,20,11,0.55
74948,29,23,0.793103448275862
74952,135,70,0.518518518518518
74953,305,196,0.642622950819672
74955,19,5,0.263157894736842
74958,482,105,0.217842323651452
74960,82,23,0.280487804878049
74961,1086,88,0.0810313075506446
74965,88,21,0.238636363636364
74967,226,67,0.29646017699115
74968,149,4,0.0268456375838926
74969,93,43,0.462365591397849
74970,13,12,0.923076923076923
74971,122,24,0.19672131147541
74974,40,4,0.1
74975,47,6,0.127659574468085
74976,168,42,0.25
74983,79,238,1
74984,245,11,0.0448979591836735
74989,100,57,0.57
74990,48,25,0.520833333333333
74993,175,9,0.0514285714285714
74995,24,8,0.333333333333333
74997,12,3,0.25
74998,42,8,0.19047619047619
74999,23,9,0.391304347826087
75001,50,24,0.48
75002,14,5,0.357142857142857
75004,172,64,0.372093023255814
75005,197,11,0.0558375634517767
75007,54,5,0.0925925925925926
75008,25,6,0.24
75009,19,32,1
75014,132,82,0.621212121212121
75015,6,4,0.666666666666667
75016,500,53,0.106
75017,11,4,0.363636363636364
75019,59,19,0.322033898305085
75022,120,44,0.366666666666667
75028,239,117,0.489539748953975
75029,118,27,0.228813559322034
75030,9,5,0.555555555555556
75031,19,5,0.263157894736842
75033,723,194,0.268326417704011
75036,57,16,0.280701754385965
75037,32,6,0.1875
75038,65,38,0.584615384615385
75040,77,34,0.441558441558442
75042,155,13,0.0838709677419355
75043,119,8,0.0672268907563025
75047,21,3,0.142857142857143
75048,46,7,0.152173913043478
75049,13,39,1
75055,40,24,0.6
75056,216,24,0.111111111111111
75058,89,9,0.101123595505618
75063,360,170,0.472222222222222
75065,44,6,0.136363636363636
75067,227,8,0.0352422907488987
75068,47,11,0.234042553191489
75070,11,3,0.272727272727273
75073,28,8,0.285714285714286
75074,95,77,0.810526315789474
75075,47,4,0.0851063829787234
75077,6,3,0.5
75078,79,3,0.0379746835443038
75079,323,100,0.309597523219814
75080,133,117,0.879699248120301
75081,20,48,1
75082,25,5,0.2
75083,82,3,0.0365853658536585
75084,64,3,0.046875
75085,27,5,0.185185185185185
75086,275,6,0.0218181818181818
75089,1353,199,0.147080561714708
75093,67,3,0.0447761194029851
75094,343,3,0.0087463556851312
75096,364,21,0.0576923076923077
75104,50,6,0.12
75105,34,21,0.617647058823529
75111,12,3,0.25
75113,109,8,0.073394495412844
75114,69,17,0.246376811594203
75115,6,3,0.5
75116,25,11,0.44
75117,240,20,0.0833333333333333
75119,270,11,0.0407407407407407
75120,687,157,0.228529839883552
75121,66,34,0.515151515151515
75124,109,65,0.596330275229358
75125,206,91,0.441747572815534
75126,101,22,0.217821782178218
75127,93,24,0.258064516129032
75128,55,14,0.254545454545455
75130,160,67,0.41875
75132,80,11,0.1375
75134,80,8,0.1
75136,680,20,0.0294117647058824
75137,33,44,1
75139,53,21,0.39622641509434
75142,90,11,0.122222222222222
75144,75,6,0.08
75146,20,9,0.45
75147,35,3,0.0857142857142857
75148,75,22,0.293333333333333
75149,82,56,0.682926829268293
75150,198,78,0.393939393939394
75151,1793,329,0.183491355270496
75152,870,40,0.0459770114942529
75154,132,48,0.363636363636364
75155,246,7,0.0284552845528455
75156,145,24,0.16551724137931
75157,23,3,0.130434782608696
75158,19,6,0.315789473684211
75161,642,227,0.353582554517134
75162,62,22,0.354838709677419
75163,248,8,0.032258064516129
75165,11,5,0.454545454545455
75166,75,7,0.0933333333333333
75168,28,20,0.714285714285714
75171,102,51,0.5
75172,124,70,0.564516129032258
75176,59,4,0.0677966101694915
75178,152,8,0.0526315789473684
75179,26,12,0.461538461538462
75180,274,95,0.346715328467153
75181,464,125,0.269396551724138
75183,145,50,0.344827586206897
75186,153,5,0.0326797385620915
75189,4,23,1
75190,172,93,0.540697674418605
75193,98,16,0.163265306122449
75200,103,14,0.135922330097087
75201,250,62,0.248
75202,46,33,0.717391304347826
75204,84,20,0.238095238095238
75205,112,14,0.125
75207,47,33,0.702127659574468
75209,34,4,0.117647058823529
75216,194,22,0.11340206185567
75217,127,49,0.385826771653543
75218,277,19,0.0685920577617329
75219,134,88,0.656716417910448
75222,34,21,0.617647058823529
75223,141,54,0.382978723404255
75225,19,4,0.210526315789474
75227,263,99,0.376425855513308
75228,8,8,1
75230,873,180,0.206185567010309
75232,70,35,0.5
75234,130,12,0.0923076923076923
75236,17,36,1
75238,300,33,0.11
75241,603,151,0.250414593698176
75242,49,27,0.551020408163265
75244,400,101,0.2525
75245,125,50,0.4
75247,192,90,0.46875
75252,2524,719,0.28486529318542
75253,62,7,0.112903225806452
75254,149,54,0.36241610738255
75256,23,5,0.217391304347826
75258,26,4,0.153846153846154
75259,15,17,1
75261,44,15,0.340909090909091
75262,459,68,0.148148148148148
75263,14,4,0.285714285714286
75267,232,29,0.125
75268,292,57,0.195205479452055
75271,67,29,0.432835820895522
75274,130,167,1
75276,48,36,0.75
75280,34,20,0.588235294117647
75282,13,3,0.230769230769231
75284,11,6,0.545454545454545
75285,74,15,0.202702702702703
75290,96,15,0.15625
75291,180,41,0.227777777777778
75295,428,243,0.567757009345794
75296,30,6,0.2
75297,34,6,0.176470588235294
75298,46,20,0.434782608695652
75300,214,126,0.588785046728972
75301,71,59,0.830985915492958
75303,4,3,0.75
75304,60,20,0.333333333333333
75305,27,10,0.37037037037037
75306,18,9,0.5
75307,210,34,0.161904761904762
75308,166,61,0.367469879518072
80001,34,4,0.117647058823529
80002,136,9,0.0661764705882353
80004,168,44,0.261904761904762
80007,20,6,0.3
80009,25,4,0.16
80011,18,5,0.277777777777778
80015,28,15,0.535714285714286
80018,56,13,0.232142857142857
80022,40,23,0.575
80023,27,40,1
80024,21,6,0.285714285714286
80028,28,6,0.214285714285714
80030,6,4,0.666666666666667
80032,20,11,0.55
80036,24,30,1
80037,26,9,0.346153846153846
80040,38,11,0.289473684210526
80043,65,35,0.538461538461538
80046,90,12,0.133333333333333
80049,15,3,0.2
80050,104,31,0.298076923076923
80051,57,16,0.280701754385965
80055,83,35,0.421686746987952
80057,360,128,0.355555555555556
80058,68,3,0.0441176470588235
80059,84,32,0.380952380952381
80065,19,3,0.157894736842105
80067,28,13,0.464285714285714
80071,8,3,0.375
80072,50,3,0.06
80073,122,6,0.0491803278688525
80076,158,26,0.164556962025316
80079,317,6,0.0189274447949527
80080,21,7,0.333333333333333
80083,53,36,0.679245283018868
80084,13,3,0.230769230769231
80085,83,7,0.0843373493975904
80087,24,4,0.166666666666667
80088,112,14,0.125
80089,25,16,0.64
80090,136,26,0.191176470588235
80092,126,21,0.166666666666667
80094,19,17,0.894736842105263
80095,3,3,1
80096,100,4,0.04
80099,16,4,0.25
80104,80,29,0.3625
80106,3,5,1
80107,153,35,0.228758169934641
80110,219,77,0.351598173515982
80111,225,6,0.0266666666666667
80113,111,49,0.441441441441441
80115,1058,10,0.00945179584120983
80116,183,104,0.568306010928962
80119,22,21,0.954545454545455
80120,103,8,0.0776699029126214
80122,50,25,0.5
80123,505,197,0.39009900990099
80125,3,60,1
80126,57,5,0.087719298245614
80127,51,56,1
80129,5,4,0.8
80130,34,9,0.264705882352941
80132,79,3,0.0379746835443038
80134,30,8,0.266666666666667
80135,6,8,1
80136,326,18,0.0552147239263804
80137,155,52,0.335483870967742
80138,32,7,0.21875
80139,812,16,0.0197044334975369
80140,144,10,0.0694444444444444
80142,204,10,0.0490196078431373
80150,13,9,0.692307692307692
80155,175,6,0.0342857142857143
80161,44,14,0.318181818181818
80162,56,15,0.267857142857143
80164,100,4,0.04
80165,62,13,0.209677419354839
80167,106,14,0.132075471698113
80168,22,7,0.318181818181818
80173,120,54,0.45
80177,52,16,0.307692307692308
80178,18,4,0.222222222222222
80181,240,58,0.241666666666667
80182,200,106,0.53
80183,22,4,0.181818181818182
80185,50,11,0.22
80188,677,8,0.0118168389955687
80191,31,4,0.129032258064516
80192,282,73,0.25886524822695
80196,89,49,0.550561797752809
80200,4,3,0.75
80201,297,6,0.0202020202020202
80203,596,100,0.167785234899329
80205,100,64,0.64
80210,47,81,1
80212,15,7,0.466666666666667
80215,62,13,0.209677419354839
80216,288,62,0.215277777777778
80217,16,15,0.9375
80218,18,7,0.388888888888889
80224,253,171,0.675889328063241
80225,39,5,0.128205128205128
80226,12,4,0.333333333333333
80229,17,6,0.352941176470588
80230,19,16,0.842105263157895
80231,236,88,0.372881355932203
80234,27,8,0.296296296296296
80235,194,107,0.551546391752577
80236,24,6,0.25
80237,66,13,0.196969696969697
80238,161,52,0.322981366459627
80240,82,17,0.207317073170732
80242,85,15,0.176470588235294
80243,620,42,0.067741935483871
80248,30,7,0.233333333333333
80250,52,6,0.115384615384615
80254,75,92,1
80255,21,72,1
80258,19,43,1
80262,309,29,0.0938511326860841
80264,80,8,0.1
80268,26,11,0.423076923076923
80270,39,9,0.230769230769231
80273,43,3,0.0697674418604651
80275,43,7,0.162790697674419
80276,17,15,0.882352941176471
80280,928,4,0.00431034482758621
80284,183,58,0.316939890710383
80285,10,3,0.3
80287,26,10,0.384615384615385
80288,8,3,0.375
80289,77,15,0.194805194805195
80291,17,3,0.176470588235294
80298,30,3,0.1
80304,151,30,0.198675496688742
80307,130,21,0.161538461538462
80308,131,78,0.595419847328244
80311,5,4,0.8
80312,13,3,0.230769230769231
80313,30,10,0.333333333333333
80317,219,33,0.150684931506849
80318,315,60,0.19047619047619
80322,213,18,0.0845070422535211
80324,87,20,0.229885057471264
80326,38,14,0.368421052631579
80327,267,81,0.303370786516854
80329,74,18,0.243243243243243
80331,3,10,1
80333,68,8,0.117647058823529
80334,282,50,0.177304964539007
80335,37,10,0.27027027027027
80336,7,6,0.857142857142857
80338,144,40,0.277777777777778
80340,83,6,0.072289156626506
80342,78,26,0.333333333333333
80348,143,34,0.237762237762238
80349,60,20,0.333333333333333
80351,100,10,0.1
80354,39,5,0.128205128205128
80358,57,8,0.140350877192982
80359,243,38,0.156378600823045
80363,300,64,0.213333333333333
80366,55,9,0.163636363636364
80369,56,7,0.125
80370,43,37,0.86046511627907
80371,10,13,1
80372,64,7,0.109375
80374,32,20,0.625
80375,115,25,0.217391304347826
80376,80,18,0.225
80378,123,7,0.0569105691056911
80381,124,53,0.42741935483871
80382,87,5,0.0574712643678161
80384,61,6,0.0983606557377049
80386,76,25,0.328947368421053
80389,9,6,0.666666666666667
80391,24,4,0.166666666666667
80392,990,10,0.0101010101010101
80393,173,24,0.138728323699422
80396,90,40,0.444444444444444
80399,72,13,0.180555555555556
80400,61,14,0.229508196721311
80403,22,10,0.454545454545455
80405,344,285,0.828488372093023
80409,34,5,0.147058823529412
80410,1861,9,0.00483610961848469
80412,122,6,0.0491803278688525
80413,560,3,0.00535714285714286
80415,210,3,0.0142857142857143
80416,26,4,0.153846153846154
80417,43,8,0.186046511627907
80418,26,4,0.153846153846154
80420,762,42,0.0551181102362205
80422,412,63,0.152912621359223
80426,33,8,0.242424242424242
80429,6,4,0.666666666666667
80431,261,93,0.35632183908046
80433,148,32,0.216216216216216
80434,17,5,0.294117647058824
80436,3,3,1
80437,117,3,0.0256410256410256
80442,22,3,0.136363636363636
80443,29,3,0.103448275862069
80444,15,26,1
80448,234,10,0.0427350427350427
80450,129,66,0.511627906976744
80451,33,8,0.242424242424242
80455,90,118,1
80456,74,9,0.121621621621622
80458,298,9,0.0302013422818792
80460,202,69,0.341584158415842
80461,15,10,0.666666666666667
80466,62,6,0.0967741935483871
80468,150,13,0.0866666666666667
80470,86,19,0.22093023255814
80471,87,25,0.28735632183908
80472,23,8,0.347826086956522
80473,12,5,0.416666666666667
80475,38,3,0.0789473684210526
80484,196,27,0.137755102040816
80486,42,5,0.119047619047619
80487,67,11,0.164179104477612
80488,65,4,0.0615384615384615
80490,551,7,0.0127041742286751
80492,186,71,0.381720430107527
80495,162,15,0.0925925925925926
80497,43,14,0.325581395348837
80498,101,11,0.108910891089109
80499,87,26,0.298850574712644
80501,130,50,0.384615384615385
80503,39,3,0.0769230769230769
80506,41,11,0.268292682926829
80507,34,6,0.176470588235294
80508,5,4,0.8
80509,176,12,0.0681818181818182
80510,142,12,0.0845070422535211
80514,46,19,0.41304347826087
80515,20,23,1
80517,22,10,0.454545454545455
80519,157,11,0.0700636942675159
80520,55,28,0.509090909090909
80521,14,7,0.5
80522,360,7,0.0194444444444444
80523,59,28,0.474576271186441
80527,129,35,0.271317829457364
80530,27,60,1
80532,175,69,0.394285714285714
80535,27,5,0.185185185185185
80536,216,34,0.157407407407407
81002,142,34,0.23943661971831
81003,337,34,0.100890207715134
81004,389,45,0.115681233933162
81005,115,25,0.217391304347826
81006,700,269,0.384285714285714
81007,51,6,0.117647058823529
81009,289,67,0.231833910034602
81010,35,3,0.0857142857142857
81012,153,5,0.0326797385620915
81016,214,49,0.228971962616822
81020,9,7,0.777777777777778
81021,10,21,1
81022,28,3,0.107142857142857
81023,52,6,0.115384615384615
81026,30,18,0.6
81028,107,3,0.0280373831775701
81029,95,224,1
81030,160,12,0.075
81031,48,7,0.145833333333333
81032,159,9,0.0566037735849057
81033,38,3,0.0789473684210526
81034,80,41,0.5125
81036,30,10,0.333333333333333
81037,107,133,1
81038,794,141,0.177581863979849
81039,42,45,1
81040,35,6,0.171428571428571
81046,23,6,0.260869565217391
81050,19,4,0.210526315789474
81051,46,44,0.956521739130435
81052,137,28,0.204379562043796
81055,453,64,0.141280353200883
81056,135,9,0.0666666666666667
81057,80,13,0.1625
81058,74,30,0.405405405405405
81059,25,7,0.28
81060,26,3,0.115384615384615
81062,25,5,0.2
81063,49,26,0.530612244897959
81065,16,8,0.5
81066,429,4,0.00932400932400932
81067,58,29,0.5
81068,8,3,0.375
81071,60,4,0.0666666666666667
81073,175,24,0.137142857142857
81074,35,10,0.285714285714286
81075,428,103,0.240654205607477
81076,273,52,0.19047619047619
81078,77,21,0.272727272727273
81079,51,11,0.215686274509804
81080,426,20,0.0469483568075117
81082,36,3,0.0833333333333333
81087,45,6,0.133333333333333
81090,11,3,0.272727272727273
81091,112,24,0.214285714285714
81095,138,51,0.369565217391304
81097,843,465,0.551601423487544
81099,10,17,1
81100,196,93,0.474489795918367
81101,42,19,0.452380952380952
81103,57,28,0.491228070175439
81104,352,25,0.0710227272727273
81108,38,46,1
81109,17,7,0.411764705882353
81111,132,3,0.0227272727272727
81114,48,7,0.145833333333333
81118,40,6,0.15
81119,11,32,1
81123,212,20,0.0943396226415094
81125,11,8,0.727272727272727
81126,189,21,0.111111111111111
81127,96,6,0.0625
81128,383,51,0.133159268929504
81130,73,9,0.123287671232877
81137,110,12,0.109090909090909
81138,23,9,0.391304347826087
81139,8,3,0.375
81143,116,6,0.0517241379310345
81144,78,39,0.5
81145,726,36,0.0495867768595041
81149,168,48,0.285714285714286
81151,78,44,0.564102564102564
81155,103,25,0.242718446601942
81157,28,8,0.285714285714286
81158,57,11,0.192982456140351
81160,63,13,0.206349206349206
81164,161,55,0.341614906832298
81166,105,38,0.361904761904762
81170,31,6,0.193548387096774
81175,48,25,0.520833333333333
81176,227,17,0.0748898678414097
81177,100,25,0.25
81179,220,29,0.131818181818182
81181,196,84,0.428571428571429
81182,69,9,0.130434782608696
81183,74,18,0.243243243243243
81186,225,109,0.484444444444444
81189,32,5,0.15625
81193,39,10,0.256410256410256
81194,20,11,0.55
81195,1496,3,0.00200534759358289
81196,8,6,0.75
81197,39,3,0.0769230769230769
81198,255,77,0.301960784313725
81199,6,5,0.833333333333333
81200,521,254,0.487523992322457
81202,13,10,0.769230769230769
81203,195,10,0.0512820512820513
81206,572,33,0.0576923076923077
81207,299,70,0.234113712374582
81208,90,20,0.222222222222222
81210,184,254,1
81211,113,39,0.345132743362832
81212,10,5,0.5
81213,81,5,0.0617283950617284
81214,140,32,0.228571428571429
81217,250,4,0.016
81218,67,15,0.223880597014925
81220,109,3,0.0275229357798165
81221,54,9,0.166666666666667
81225,34,7,0.205882352941176
81226,101,4,0.0396039603960396
81230,88,35,0.397727272727273
81232,39,16,0.41025641025641
81233,74,37,0.5
81235,170,64,0.376470588235294
81236,27,19,0.703703703703704
81237,40,12,0.3
81238,4,3,0.75
81239,63,7,0.111111111111111
81240,525,196,0.373333333333333
81241,13,14,1
81242,74,27,0.364864864864865
81243,255,15,0.0588235294117647
81244,8,7,0.875
81246,21,5,0.238095238095238
81247,166,38,0.228915662650602
81251,172,67,0.38953488372093
81258,52,30,0.576923076923077
81260,175,13,0.0742857142857143
81261,105,57,0.542857142857143
81265,10,4,0.4
81267,19,6,0.315789473684211
81269,46,5,0.108695652173913
81271,42,3,0.0714285714285714
81272,80,22,0.275
81275,40,8,0.2
81278,122,23,0.188524590163934
81279,150,62,0.413333333333333
81283,165,48,0.290909090909091
81284,42,25,0.595238095238095
81286,13,6,0.461538461538462
81288,35,14,0.4
81289,1593,26,0.0163214061519146
81292,41,28,0.682926829268293
81293,86,14,0.162790697674419
81294,43,6,0.13953488372093
81295,47,7,0.148936170212766
81296,24,16,0.666666666666667
81298,23,7,0.304347826086957
81299,870,14,0.0160919540229885
81304,250,76,0.304
81306,27,17,0.62962962962963
81307,350,7,0.02
81308,29,3,0.103448275862069
81309,35,7,0.2
81310,55,7,0.127272727272727
81312,122,36,0.295081967213115
81316,31,4,0.129032258064516
81317,154,87,0.564935064935065
81318,30,20,0.666666666666667
81319,31,37,1
81320,200,204,1
81323,11,3,0.272727272727273
81325,858,117,0.136363636363636
81329,44,11,0.25
81330,10,8,0.8
81331,76,19,0.25
81336,73,27,0.36986301369863
81337,3,7,1
81338,229,9,0.0393013100436681
81340,21,8,0.380952380952381
81341,15,4,0.266666666666667
81342,34,15,0.441176470588235
81343,68,39,0.573529411764706
81345,9,3,0.333333333333333
81350,20,7,0.35
81352,83,5,0.0602409638554217
81356,165,68,0.412121212121212
81359,24,3,0.125
81360,49,5,0.102040816326531
81361,12,5,0.416666666666667
81362,26,10,0.384615384615385
81363,107,25,0.233644859813084
81366,24,3,0.125
81367,34,8,0.235294117647059
81370,48,4,0.0833333333333333
81372,70,90,1
81373,119,151,1
81374,49,15,0.306122448979592
81377,67,11,0.164179104477612
81380,56,29,0.517857142857143
81384,156,12,0.0769230769230769
81385,69,3,0.0434782608695652
81392,33,8,0.242424242424242
81393,100,45,0.45
81395,254,15,0.0590551181102362
81396,192,49,0.255208333333333
81397,82,7,0.0853658536585366
81399,10,5,0.5
81400,67,5,0.0746268656716418
81402,75,18,0.24
81404,76,54,0.710526315789474
81405,40,27,0.675
81407,167,54,0.323353293413174
81415,5,4,0.8
81417,195,15,0.0769230769230769
81420,130,7,0.0538461538461538
81421,52,29,0.557692307692308
81422,54,11,0.203703703703704
81423,112,159,1
81425,34,13,0.382352941176471
81426,38,8,0.210526315789474
81429,81,6,0.0740740740740741
81430,124,43,0.346774193548387
81432,50,39,0.78
81438,77,31,0.402597402597403
81440,5,3,0.6
81441,618,4,0.00647249190938511
81442,28,19,0.678571428571429
81443,21,3,0.142857142857143
81446,30,26,0.866666666666667
