TAWSuffix,City,State,StreetAddress,Zip,AUTO_UNIQUE_ID_2019-03-19_njbell89_field_site_unm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
64982,St. Marys,PA,,,183,USCGeocoder,15.5537,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
65023B,Tidewood,PA,,,184,USCGeocoder,93.5314,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3122003.366,ArealInterpolationGeometricCentroid,City,25,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.6847674,-79.40034948,Relaxed;Soundex,TwoThousandTen,76696,,,76696,1,47620,2000,2,9714,123,42,9,Missing
65023C,Decatur,PA,,,185,USCGeocoder,93.7615,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3628064.867,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.92895949,-78.28271771,Relaxed;Soundex,TwoThousandTen,82792,,,7432,1,20180,4080,4,3310,33,42,9,Missing
65115,Windsor,CT,,,186,USCGeocoder,15.602,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
65284,Browns Summits,NC,,,187,USCGeocoder,78.0873,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1090282.32,ArealInterpolationGeometricCentroid,City,25.38461538,FeatureClassBased,FlipACoin,,CityCentroid,,,1,34.29178133,-78.70617513,Relaxed;Soundex,TwoThousandTen,,480,,94000,,,3030,3,9310,47,37,6,ResidenceCityOrZIPWithOneCensusTract
65347,Clinton TWP,MI,,,188,USCGeocoder,46.9035,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4903707.854,ArealInterpolationGeometricCentroid,City,38,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.06993607,-83.96860332,Relaxed;Soundex,TwoThousandTen,16480,2162,,16500,1,10300,1019,1,624,91,26,9,Missing
65459,St. Marys,PA,,,189,USCGeocoder,15.5328,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
65509,Moose River,ME,,,190,USCGeocoder,109.3464,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,105027131.5,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,45.6969607,-70.2149917,Relaxed;Soundex,TwoThousandTen,,730,,47140,,,1013,1,9653.01,25,23,9,Missing
65568,St. Marys,PA,,,191,USCGeocoder,15.5961,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
65628,St. Marys,PA,,,192,USCGeocoder,15.646,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
70047,Kincheloe,MI,,,194,USCGeocoder,78.0404,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3725427.594,ArealInterpolationGeometricCentroid,City,27.77777778,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.58500034,-85.53349178,Relaxed;Soundex,TwoThousandTen,43340,,,62320,1,45900,1083,1,5506,55,26,9,Missing
70052A,Brownstown,MI,,,195,USCGeocoder,62.4925,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2837648.798,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.21137043,-82.98791784,Relaxed;Soundex,TwoThousandTen,11180,,,,,,3037,3,9711,151,26,9,Missing
70079,North St. Paul,MN,,,196,USCGeocoder,62.5388,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7789458.577,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,45.0136758,-92.99948144,Relaxed;Soundex,TwoThousandTen,47221,5120,,47221,0,33460,3014,3,426.01,123,27,9,Missing
70100,St. Marys,PA,,,198,USCGeocoder,15.5383,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
70101,Baileyville,ME,,,199,USCGeocoder,78.1284,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,108551161.9,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,45.17856009,-67.44160422,Relaxed;Soundex,TwoThousandTen,,730,,2480,,,1024,1,9554,29,23,9,Missing
70117,Baileyville,ME,,,201,USCGeocoder,15.638,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,108551161.9,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,45.17856009,-67.44160422,Relaxed;Soundex,TwoThousandTen,,730,,2480,,,1024,1,9554,29,23,9,Missing
70214,St. Marys,PA,,,203,USCGeocoder,15.7822,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
70216,Canon City,CO,,,204,USCGeocoder,124.9963,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,56432663.5,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.61507206,-104.3267508,Relaxed;Soundex,TwoThousandTen,16465,2082,,91178,0,19740,4123,4,71.01,5,8,9,Missing
70240,Madison,TN,,,205,USCGeocoder,78.2503,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,16092076.45,ArealInterpolationGeometricCentroid,City,21.42857143,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.52336837,-84.36374447,Relaxed;Soundex,TwoThousandTen,45320,,,90314,,,3013,3,9253,123,47,9,Missing
70294,St. Marys,PA,,,206,USCGeocoder,15.6113,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
70389,Farmington,CT,,,208,USCGeocoder,78.0469,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,50681841.7,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.61528119,-72.14320933,Relaxed;Soundex,TwoThousandTen,,1122,,29910,0,35980,1024,1,7121,11,9,9,Missing
70541,Long Island City,NY,,,210,USCGeocoder,15.652,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
70549,Augres,MI,,,211,USCGeocoder,62.4891,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,6047100.532,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.04309412,-83.69344544,Relaxed;Soundex,TwoThousandTen,4120,,,4120,,,2040,2,9704,11,26,6,ResidenceCityOrZIPWithOneCensusTract
70557,Branford,CT,,,212,USCGeocoder,15.6204,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5403226.521,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.27740865,-72.81509087,Relaxed;Soundex,TwoThousandTen,7345,5602,,7310,0,35300,2009,2,1841,9,9,9,Missing
70557A,Branford,CT,,,213,USCGeocoder,15.6962,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5403226.521,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.27740865,-72.81509087,Relaxed;Soundex,TwoThousandTen,7345,5602,,7310,0,35300,2009,2,1841,9,9,9,Missing
70559,Titasville,PA,,,214,USCGeocoder,62.5141,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7513058.555,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.62727944,-79.66984983,Relaxed;Soundex,TwoThousandTen,76904,,,76904,1,32740,1023,1,1111,39,42,9,Missing
70608,Arden,NC,,,215,USCGeocoder,15.7247,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,39873633.3,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.95914071,-79.75979485,Relaxed;Soundex,TwoThousandTen,52760,3120,,91096,0,24660,1007,1,169,81,37,9,Missing
70618,St. Augustine,FL,,,216,USCGeocoder,62.644,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,33092283.81,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,29.89793883,-81.31000464,Relaxed;Soundex,TwoThousandTen,62500,3600,,93016,0,27260,2043,2,205,109,12,9,Missing
70648,Plainfield,CT,,,217,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4454605.376,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.67662897,-71.92491693,Relaxed;Soundex,TwoThousandTen,60090,1122,,59980,1,48740,3009,3,9073,15,9,9,Missing
70755,Eldorado,AR,,,219,USCGeocoder,156.3763,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,42151279.88,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.21822258,-92.66412493,Relaxed;Soundex,TwoThousandTen,21070,,,91218,1,20980,1017,1,9508,139,5,9,Missing
70800,Enfield,CT,,,220,USCGeocoder,15.6312,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,88617681.15,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.9839643,-72.55475388,Relaxed;Soundex,TwoThousandTen,37770,3280,,25990,0,25540,2016,2,4808,3,9,9,Missing
70871C,Big Springs,TX,,,221,USCGeocoder,140.6569,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,49690631.2,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.23871397,-101.4801578,Relaxed;Soundex,TwoThousandTen,8236,,,90300,1,13700,2001,2,9504,227,48,9,Missing
70949M,Mansfield,MA,,,222,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7298430.034,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.02249279,-71.21805564,Relaxed;Soundex,TwoThousandTen,38230,1122,,38225,0,39300,3058,3,6101,5,25,9,Missing
70990,West Lake,TX,,,223,USCGeocoder,78.2033,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,17816131.38,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.98101991,-97.2038572,Relaxed;Soundex,TwoThousandTen,77620,1922,23104,92805,0,19100,4002,4,1139.1,439,48,9,Missing
71041,Brownstown,MI,,,224,USCGeocoder,15.6133,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2837648.798,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.21137043,-82.98791784,Relaxed;Soundex,TwoThousandTen,11180,,,,,,3037,3,9711,151,26,9,Missing
71109,St. Paul,MN,,,226,USCGeocoder,15.644,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,145498914.5,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.94774025,-93.10399583,Relaxed;Soundex,TwoThousandTen,58000,5120,,58000,0,33460,1045,1,428,123,27,9,Missing
71180,Trumbaursville,PA,,,227,USCGeocoder,93.6561,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1152346.124,ArealInterpolationGeometricCentroid,City,47.14285714,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.41316263,-75.38012824,Relaxed;Soundex,TwoThousandTen,77704,6162,37964,77704,0,37980,4010,4,1064.02,17,42,6,ResidenceCityOrZIPWithOneCensusTract
71204,St. Marys,PA,,,228,USCGeocoder,15.6529,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
71257,Nashville Plantation,ME,,,229,USCGeocoder,15.6699,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,92195558.33,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,46.69995428,-68.50025599,Relaxed;Soundex,TwoThousandTen,,730,,48120,,,1104,1,9509,3,23,9,Missing
71529A,Belleue,NE,,,230,USCGeocoder,218.7314,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,93072755.52,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.65307138,-98.83418384,Relaxed;Soundex,TwoThousandTen,,4360,,3880,,,1328,1,9740,89,31,9,Missing
71533,South Windsor,CT,,,231,USCGeocoder,15.6107,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8123356.633,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.68494319,-72.18452284,Relaxed;Soundex,TwoThousandTen,71250,1122,,86790,1,48740,4015,4,8005,15,9,9,Missing
71555,St. Marys,PA,,,233,USCGeocoder,15.1783,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
71558,DuBois,PA,,,234,USCGeocoder,78.1365,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8330947.309,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.12250837,-78.75644835,Relaxed;Soundex,TwoThousandTen,20136,,,67792,1,20180,1095,1,3303,33,42,9,Missing
71579,Jamaica,NY,,,235,USCGeocoder,140.6415,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,69551678.72,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.97993584,-76.90961809,Relaxed;Soundex,TwoThousandTen,,160,,38858,1,42900,2051,2,9501,99,36,9,Missing
71711,St. Marys,PA,,,238,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
71711A,St. Marys,PA,,,239,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
71785,Dangerfield,TX,,,240,USCGeocoder,78.0144,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,6366821.506,ArealInterpolationGeometricCentroid,City,46.36363636,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.03058907,-94.7250984,Relaxed;Soundex,TwoThousandTen,18464,,,90940,,,3009,3,9503,343,48,9,Missing
71873,St. Mary's,PA,,,241,USCGeocoder,15.5998,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
71895,Clackamas,OR,,,242,USCGeocoder,124.9825,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2117182.102,ArealInterpolationGeometricCentroid,City,14.44444444,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.57641718,-121.8677525,Relaxed;Soundex,TwoThousandTen,13050,,,90527,1,28900,3113,3,9702,35,41,6,ResidenceCityOrZIPWithOneCensusTract
71921,Lonestar,TX,,,243,USCGeocoder,78.188,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5179458.189,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.93928129,-94.70904796,Relaxed;Soundex,TwoThousandTen,43684,,,90940,,,5021,5,9502,343,48,6,ResidenceCityOrZIPWithOneCensusTract
71927,DeWitt,NE,,,244,USCGeocoder,78.1517,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1080960.599,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.39531128,-96.92220868,Relaxed;Soundex,TwoThousandTen,13015,,,90705,,,2176,2,9609,151,31,9,Missing
71932,Pittsburg,PA,,,246,USCGeocoder,109.4112,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1776688.409,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.93099097,-80.35911939,Relaxed;Soundex,TwoThousandTen,83848,,,76192,1,35260,4048,4,111,73,42,6,ResidenceCityOrZIPWithOneCensusTract
71933,Washington,MI,,,247,USCGeocoder,62.4801,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,91776791.9,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,43.16115598,-84.54214291,Relaxed;Soundex,TwoThousandTen,,870,,84080,1,10940,4062,4,9,57,26,9,Missing
71954,Long Island City,NY,,,248,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
72034,Smithfield,RI,,,250,USCGeocoder,78.1147,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,71901623.03,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.90136649,-71.53104117,Relaxed;Soundex,TwoThousandTen,,5520,,66200,0,39300,2033,2,126.01,7,44,9,Missing
72039,Dixonville,PA,,,251,USCGeocoder,62.4388,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2345217.788,ArealInterpolationGeometricCentroid,City,38,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.71529954,-79.01051114,Relaxed;Soundex,TwoThousandTen,19161,,,30816,1,26860,4023,4,9604,63,42,9,Missing
72080,Arden,NC,,,252,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,39873633.3,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.95914071,-79.75979485,Relaxed;Soundex,TwoThousandTen,52760,3120,,91096,0,24660,1007,1,169,81,37,9,Missing
72104,Elon College,NC,,,254,USCGeocoder,62.5364,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2004686.135,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.80879036,-77.86215574,Relaxed;Soundex,TwoThousandTen,20980,,,93244,1,48980,4035,4,13,195,37,6,ResidenceCityOrZIPWithOneCensusTract
72106,St. Mary's,PA,,,255,USCGeocoder,15.6273,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
72115,St. Louis,MO,,,256,USCGeocoder,140.5577,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
72122,St. Louis,MO,,,257,USCGeocoder,15.6311,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
72145,Dubois,PA,,,258,USCGeocoder,31.2581,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8330947.309,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.12250837,-78.75644835,Relaxed;Soundex,TwoThousandTen,20136,,,67792,1,20180,1095,1,3303,33,42,9,Missing
72166,St. Marys,PA,,,259,USCGeocoder,15.6228,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
72229,Winston Salem,NC,,,260,USCGeocoder,218.608,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,346269875,ArealInterpolationGeometricCentroid,City,33.33333333,FeatureClassBased,FlipACoin,,CityCentroid,,,1,36.1032616,-80.2605782,Relaxed;Soundex,TwoThousandTen,,480,,,0,49180,1056,1,2,67,37,9,Missing
72316,St. Louis,MO,,,261,USCGeocoder,15.6505,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
72317,St. Mary's,PA,,,262,USCGeocoder,31.3095,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
72356,HarrisonTwp,MI,,,264,USCGeocoder,62.5148,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,10440070.06,ArealInterpolationGeometricCentroid,City,39.09090909,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.01682687,-84.80798542,Relaxed;Soundex,TwoThousandTen,36800,,,37340,,,1009,1,13,35,26,9,Missing
